SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Reservoir water level (m)
10352,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-12-2010 13:30,4.175760
10353,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-12-2010 13:30,4.175760
10354,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-12-2010 13:30,4.175760
10355,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-12-2010 13:30,4.175760
10356,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-12-2010 13:30,4.175760
10357,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-12-2010 13:30,4.175760
10358,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-12-2010 13:30,4.175760
10359,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-12-2010 13:30,4.175760
10360,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-12-2010 13:30,4.175760
10361,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-12-2010 13:30,4.175760
10362,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-12-2010 13:30,4.175760
10363,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-12-2010 13:30,4.175760
10364,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-12-2010 13:30,4.175760
10365,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-12-2010 13:30,4.175760
10366,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-12-2010 13:30,4.175760
10367,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-12-2010 13:30,4.175760
10368,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-12-2010 13:30,4.175760
10369,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-12-2010 13:30,4.175760
10370,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-12-2010 13:30,4.145280
10371,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-12-2010 13:30,4.145280
10372,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-12-2010 13:30,4.145280
10373,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-12-2010 13:30,4.145280
10374,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-12-2010 13:30,4.145280
10375,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-12-2010 13:30,4.145280
10376,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-12-2010 13:30,4.145280
10377,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-12-2010 13:30,4.145280
10378,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-12-2010 13:30,4.114800
10379,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-12-2010 13:30,4.114800
10380,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-12-2010 13:30,4.114800
10381,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,31-12-2010 13:30,4.114800
10382,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-01-2011 13:30,4.114800
10383,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-01-2011 13:30,4.114800
10384,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-01-2011 13:30,4.114800
10385,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-01-2011 13:30,4.114800
10386,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-01-2011 13:30,4.114800
10387,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-01-2011 13:30,4.114800
10388,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-01-2011 13:30,4.114800
10389,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-01-2011 13:30,4.114800
10390,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-01-2011 13:30,4.114800
10391,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-01-2011 13:30,4.114800
10392,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-01-2011 13:30,4.114800
10393,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-01-2011 13:30,4.114800
10394,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-01-2011 13:30,4.114800
10395,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-01-2011 13:30,4.114800
10396,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-01-2011 13:30,4.114800
10397,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-01-2011 13:30,4.114800
10398,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-01-2011 13:30,4.114800
10399,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-01-2011 13:30,4.114800
10400,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-01-2011 13:30,4.114800
10401,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-01-2011 13:30,4.114800
10402,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-01-2011 13:30,4.114800
10403,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-01-2011 13:30,4.114800
10404,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-01-2011 13:30,4.114800
10405,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-01-2011 13:30,4.114800
10406,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-01-2011 13:30,4.114800
10407,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-01-2011 13:30,4.114800
10408,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-01-2011 13:30,4.114800
10409,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-01-2011 13:30,4.114800
10410,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-01-2011 13:30,4.114800
10411,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-01-2011 13:30,4.114800
10412,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,31-01-2011 13:30,4.114800
10413,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-02-2011 13:30,4.114800
10414,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-02-2011 13:30,4.114800
10415,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-02-2011 13:30,4.114800
10416,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-02-2011 13:30,4.114800
10417,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-02-2011 13:30,4.114800
10418,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-02-2011 13:30,4.114800
10419,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-02-2011 13:30,4.114800
10420,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-02-2011 13:30,4.114800
10421,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-02-2011 13:30,4.114800
10422,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-02-2011 13:30,4.114800
10423,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-02-2011 13:30,4.114800
10424,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-02-2011 13:30,4.114800
10425,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-02-2011 13:30,4.114800
10426,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-02-2011 13:30,4.114800
10427,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-02-2011 13:30,4.114800
10428,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-02-2011 13:30,4.114800
10429,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-02-2011 13:30,4.114800
10430,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-02-2011 13:30,4.114800
10431,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-02-2011 13:30,4.114800
10432,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-02-2011 13:30,4.114800
10433,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-02-2011 13:30,4.114800
10434,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-02-2011 13:30,4.114800
10435,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-02-2011 13:30,4.114800
10436,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-02-2011 13:30,4.114800
10437,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-02-2011 13:30,4.114800
10438,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-02-2011 13:30,4.114800
10439,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-02-2011 13:30,4.114800
10440,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-02-2011 13:30,4.114800
10441,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-03-2011 13:30,4.114800
10442,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-03-2011 13:30,4.114800
10443,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-03-2011 13:30,4.114800
10444,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-03-2011 13:30,4.114800
10445,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-03-2011 13:30,4.114800
10446,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-03-2011 13:30,4.114800
10447,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-03-2011 13:30,4.114800
10448,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,08-03-2011 13:30,4.114800
10449,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,09-03-2011 13:30,4.114800
10450,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,10-03-2011 13:30,4.114800
10451,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,11-03-2011 13:30,4.114800
10452,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,12-03-2011 13:30,4.114800
10453,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,13-03-2011 13:30,4.114800
10454,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,14-03-2011 13:30,4.114800
10455,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,15-03-2011 13:30,4.114800
10456,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,16-03-2011 13:30,4.114800
10457,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,17-03-2011 13:30,4.114800
10458,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,18-03-2011 13:30,4.114800
10459,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,19-03-2011 13:30,4.114800
10460,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,20-03-2011 13:30,4.114800
10461,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,21-03-2011 13:30,4.114800
10462,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,22-03-2011 13:30,4.084320
10463,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,23-03-2011 13:30,4.084320
10464,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,24-03-2011 13:30,4.084320
10465,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,25-03-2011 13:30,4.084320
10466,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,26-03-2011 13:30,4.084320
10467,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,27-03-2011 13:30,4.084320
10468,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,28-03-2011 13:30,4.084320
10469,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,29-03-2011 13:30,4.084320
10470,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,30-03-2011 13:30,4.084320
10471,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,31-03-2011 13:30,4.084320
10472,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,01-04-2011 13:30,4.084320
10473,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,02-04-2011 13:30,4.084320
10474,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,03-04-2011 13:30,4.084320
10475,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,04-04-2011 13:30,4.084320
10476,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,05-04-2011 13:30,4.084320
10477,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,06-04-2011 13:30,4.084320
10478,NAUKUCHIATAL,Uttarakhand,5,Uttarakhand,51,Nainital,Nainital,-,-,Ganga,Ganga,Ramganga,Bhakhra,-,Bhakhra,29.31855556,79.58416667,07-04-2011 13:30,4.084320
