timestamp,station,discharge_m3s,qa_flag,role,source
2024-06-02 11:00:00,Tekhla,69.51,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 11:15:00,Tekhla,71.01,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 11:30:00,Tekhla,69.53,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 11:45:00,Tekhla,69.34,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 12:00:00,Tekhla,69.72,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 12:15:00,Tekhla,69.48,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 12:30:00,Tekhla,70.38,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 12:45:00,Tekhla,70.07,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 13:00:00,Tekhla,69.59,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 13:15:00,Tekhla,70.38,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 13:30:00,Tekhla,70.69,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 13:45:00,Tekhla,70.28,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 14:00:00,Tekhla,69.04,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 14:15:00,Tekhla,69.63,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 14:30:00,Tekhla,70.72,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 14:45:00,Tekhla,68.26,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 15:00:00,Tekhla,69.17,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 15:15:00,Tekhla,65.28,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 15:30:00,Tekhla,63.2,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 15:45:00,Tekhla,63.44,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 16:00:00,Tekhla,63.85,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 16:15:00,Tekhla,64.21,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 16:30:00,Tekhla,63.59,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 16:45:00,Tekhla,63.28,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 17:00:00,Tekhla,62.81,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 17:15:00,Tekhla,58.02,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 17:30:00,Tekhla,57.61,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 17:45:00,Tekhla,57.38,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 18:00:00,Tekhla,56.59,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 18:15:00,Tekhla,57.27,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 18:30:00,Tekhla,58.28,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 18:45:00,Tekhla,62.4,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 19:00:00,Tekhla,64.84,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 19:15:00,Tekhla,63.52,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 19:30:00,Tekhla,64.93,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 19:45:00,Tekhla,63.67,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 20:00:00,Tekhla,62.57,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 20:15:00,Tekhla,65.4,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 20:30:00,Tekhla,71.79,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 20:45:00,Tekhla,81.99,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 21:00:00,Tekhla,82.05,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 21:15:00,Tekhla,86.23,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 21:30:00,Tekhla,85.57,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 21:45:00,Tekhla,90.52,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 22:00:00,Tekhla,93.48,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 22:15:00,Tekhla,93.27,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 22:30:00,Tekhla,92.37,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 22:45:00,Tekhla,95.51,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 23:00:00,Tekhla,100.85,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 23:15:00,Tekhla,108.91,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 23:30:00,Tekhla,112.11,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-02 23:45:00,Tekhla,113.43,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-03 00:00:00,Tekhla,113.59,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-03 00:15:00,Tekhla,113.59,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
2024-06-03 00:30:00,Tekhla,113.93,VALID_TELEMETRY,UPSTREAM_OBSERVATION,CWC Uttarakhand Telemetry Archive
