timestamp,catchment_precip_mm,valid_grid_fraction,source_product
2024-07-06 00:00:00+00:00,0.04,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 01:00:00+00:00,0.088,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 02:00:00+00:00,0.156,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 03:00:00+00:00,0.202,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 04:00:00+00:00,0.352,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 05:00:00+00:00,0.767,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 06:00:00+00:00,0.746,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 07:00:00+00:00,0.475,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 08:00:00+00:00,0.662,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 09:00:00+00:00,0.783,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 10:00:00+00:00,0.752,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 11:00:00+00:00,0.484,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 12:00:00+00:00,0.353,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 13:00:00+00:00,0.383,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 14:00:00+00:00,0.283,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
2024-07-06 15:00:00+00:00,0.218,1.0,ECMWF ERA5-Land Hourly Surface Reanalysis (v1.0)
