#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;MemGpuCells;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRho;PartsOutVel;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-PreMDBC;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-Moorings;SU-InOut;SU-Gauges;SU-FlexStruc
Case_Tehri_Breach;u2gcr320-DualSPHysics5 v5.4.355 (08-04-2025);02-09-2026 07:22:45;6,060;197.277313;2.465925;197.358322;1,148,911;0;0;63,383;;80.001326;41;2,171;6,792;528;CPU;CellsFull - Pos-Double - OpenMP(Threads:10);Case_Tehri_Breach - 3D - DBC - Verlet - (40) - Wendland - Visco_Artificial(0.1b1) - DDT2(0.1) - RhopOut(700-1300);6,060;6,060;0.500000;0.866025;0;0;0.080984;0.193311;1.3838;0.973374;0.007144;10.5581;0;108.339;0;2.61252;0;0;0;0.002383;0.147263;0;0;72.6677;0;0
