hyriv_id,next_down,main_riv,length_km,discharge_m3s_mean,catchment_up_area_km2,river_order,source,geometry_type,provenance
40670749,40671202,41067217,3.84,189.606,5665.3,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40670906,40672208,41067217,6.01,0.617,30.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40670907,40672211,41067217,3.46,0.603,28.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40670908,40672211,41067217,2.95,0.578,26.9,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671049,40670743,41067217,1.62,1.919,97.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671194,40670078,41067217,3.92,0.226,11.9,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671195,40670253,41067217,3.83,0.231,12.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671196,40670583,41067217,2.08,0.128,6.7,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671197,40672685,41067217,0.69,0.15,8.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671198,40672685,41067217,2.33,0.212,11.7,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671199,40672353,41067217,1.21,0.125,6.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671200,40672353,41067217,1.85,46.998,1644.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671201,40672215,41067217,8.41,2.984,127.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671202,40672215,41067217,2.09,202.49,6219.7,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671203,40672217,41067217,0.69,0.2,7.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671204,40672217,41067217,0.92,0.108,4.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671362,40671521,41067217,4.02,0.32,15.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671363,40672010,41067217,1.38,0.205,8.9,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671364,40672010,41067217,3.0,0.357,15.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671517,40671049,41067217,1.69,1.71,86.4,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671518,40673684,41067217,14.28,0.612,29.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671519,40673684,41067217,4.44,0.293,14.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671520,40671521,41067217,0.92,0.171,8.2,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671521,40672505,41067217,1.41,0.526,25.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671522,40672505,41067217,2.91,1.621,77.2,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671523,40672994,41067217,6.01,0.54,30.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671524,40672994,41067217,3.46,0.351,19.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671525,40672354,41067217,1.31,0.325,16.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671526,40671202,41067217,3.01,12.736,549.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671527,40671526,41067217,6.61,0.499,21.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671665,40670420,41067217,6.81,2.81,132.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671666,40671665,41067217,7.33,0.601,28.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671839,40672205,41067217,6.19,0.34,23.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671840,40671049,41067217,3.14,0.153,8.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671841,40671517,41067217,3.22,1.309,65.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671842,40671841,41067217,1.32,0.13,6.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40671843,40672354,41067217,2.27,259.249,8597.0,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672000,40671665,41067217,17.08,1.805,85.2,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672001,40672209,41067217,2.31,0.183,9.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672002,40672209,41067217,0.8,0.95,51.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672003,40672002,41067217,1.77,0.181,9.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672004,40672210,41067217,1.38,0.167,9.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672005,40672210,41067217,1.4,0.281,15.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672006,40671843,41067217,4.24,258.762,8575.5,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672007,40672006,41067217,0.69,0.126,6.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672008,40672213,41067217,2.84,0.151,7.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672009,40671526,41067217,4.64,12.073,520.9,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672010,40672009,41067217,3.65,0.754,33.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672206,40678444,41067217,1.38,0.132,8.7,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672207,40678444,41067217,6.58,209.375,11373.0,2,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672208,40672508,41067217,4.32,162.739,7366.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672209,40672508,41067217,2.61,1.224,66.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672210,40672002,41067217,4.03,0.727,39.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672211,40672510,41067217,4.7,1.401,66.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672212,40672510,41067217,0.4,255.426,8427.5,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672213,40672691,41067217,0.61,206.196,6375.3,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672214,40672213,41067217,1.41,206.014,6367.3,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672215,40672214,41067217,3.08,205.679,6353.0,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672216,40673001,41067217,3.16,0.385,15.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672217,40672515,41067217,3.08,0.565,21.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672349,40671517,41067217,2.7,0.248,12.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672350,40671841,41067217,3.04,0.867,43.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672351,40672350,41067217,1.38,0.112,5.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672352,40672350,41067217,2.73,0.432,21.7,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672353,40672509,41067217,4.91,47.341,1662.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672354,40672509,41067217,6.51,260.179,8638.7,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672505,40673156,41067217,3.92,2.38,113.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672506,40673156,41067217,1.53,0.233,11.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672507,40673157,41067217,4.84,0.31,15.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672508,40673157,41067217,1.07,163.986,7434.3,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672509,40673520,41067217,0.61,307.523,10301.4,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672510,40672006,41067217,8.44,257.625,8522.3,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672511,40672009,41067217,2.64,10.895,468.9,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672512,40673523,41067217,2.23,0.282,12.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672513,40673523,41067217,2.0,6.373,262.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672514,40672513,41067217,2.46,0.223,9.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672515,40673001,41067217,4.85,1.445,55.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672681,40672842,41067217,9.56,0.542,26.5,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672682,40672842,41067217,2.54,0.147,7.2,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672683,40675063,41067217,7.38,6.199,293.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672684,40675063,41067217,0.69,0.119,5.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672685,40673518,41067217,8.26,0.759,42.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672686,40673518,41067217,2.61,0.352,19.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672687,40671843,41067217,2.85,0.181,9.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672688,40672212,41067217,2.89,254.722,8390.7,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672689,40672688,41067217,2.61,0.289,14.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672690,40673326,41067217,2.38,0.259,12.4,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672691,40673326,41067217,4.64,207.12,6414.4,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672692,40672513,41067217,1.81,6.032,247.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672693,40672692,41067217,1.38,0.131,5.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672694,40672515,41067217,2.14,0.47,18.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672842,40673683,41067217,0.46,0.7,34.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672843,40672214,41067217,4.93,0.27,12.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672844,40672511,41067217,1.78,0.201,9.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672845,40672692,41067217,1.81,5.727,234.7,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672846,40673162,41067217,2.31,0.299,12.4,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672991,40673683,41067217,0.92,0.132,6.7,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672992,40674211,41067217,2.31,0.348,16.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672993,40674540,41067217,11.78,0.941,53.2,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672994,40674540,41067217,4.87,1.14,64.1,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672995,40672511,41067217,3.04,10.557,453.3,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672996,40672845,41067217,0.61,5.473,223.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672997,40672996,41067217,3.31,0.292,12.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672998,40672996,41067217,1.6,5.13,209.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40672999,40673163,41067217,2.92,0.307,12.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673000,40673163,41067217,0.4,3.295,130.7,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673001,40673000,41067217,7.06,2.509,98.2,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673156,40673513,41067217,1.85,2.681,128.4,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673157,40673515,41067217,2.15,164.432,7459.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673158,40672688,41067217,1.69,254.217,8370.2,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673159,40672691,41067217,5.21,0.447,21.7,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673160,40672995,41067217,2.61,9.866,421.0,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673161,40673160,41067217,4.84,0.452,19.8,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673162,40672998,41067217,2.64,4.294,172.4,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673163,40673162,41067217,3.44,3.873,154.8,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673319,40676047,41067217,3.62,0.244,13.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673320,40676047,41067217,2.97,0.181,10.2,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673321,40674211,41067217,1.93,0.199,9.6,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673322,40673324,41067217,0.6,0.125,6.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673323,40673324,41067217,2.44,0.241,11.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673324,40673513,41067217,1.01,0.389,18.9,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673325,40673158,41067217,4.61,253.762,8348.5,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673326,40673325,41067217,2.45,207.59,6435.0,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673327,40672845,41067217,1.77,0.163,7.2,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673511,40676591,41067217,2.31,0.231,12.6,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673512,40676591,41067217,1.61,0.174,9.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673513,40674375,41067217,1.22,3.107,149.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673514,40674375,41067217,2.41,0.252,12.6,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673515,40674045,41067217,1.22,164.891,7483.4,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673516,40674213,41067217,3.77,0.288,16.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673517,40674213,41067217,1.77,0.145,8.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673518,40674048,41067217,5.96,1.358,76.2,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673519,40673689,41067217,9.75,0.577,31.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673520,40673689,41067217,6.35,308.511,10356.3,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673521,40673160,41067217,1.22,9.178,390.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673522,40673521,41067217,2.8,7.659,319.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673523,40673522,41067217,3.67,6.883,284.5,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673524,40672998,41067217,1.69,0.789,34.7,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673681,40676412,41067217,7.71,0.393,22.6,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673682,40676412,41067217,1.21,0.136,8.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673683,40674537,41067217,2.76,1.013,50.0,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673684,40674537,41067217,8.16,1.282,62.1,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673685,40675065,41067217,1.53,0.131,6.3,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673686,40675065,41067217,1.93,0.236,11.3,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673687,40673515,41067217,6.04,0.448,23.0,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673688,40674048,41067217,1.01,309.31,10400.4,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673689,40673688,41067217,0.61,309.105,10388.7,3,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673690,40673325,41067217,0.93,45.738,1899.4,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673691,40673000,41067217,3.65,0.781,32.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673692,40673691,41067217,5.74,0.357,14.5,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673693,40673691,41067217,1.0,0.187,7.8,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673878,40674209,41067217,2.85,0.173,8.3,5,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673879,40674209,41067217,2.94,0.231,11.1,6,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673880,40673688,41067217,2.41,0.16,9.1,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673881,40673520,41067217,4.45,0.663,36.9,4,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
40673882,40673883,41067217,0.6,0.113,5.0,7,HydroRIVERS v1.0 (HydroSHEDS),LineString,OBSERVED HYDROGRAPHIC NETWORK · WWF / HydroSHEDS
