canonical_osm_id,name,place_type,geometry_type,latitude,longitude,corridor_distance_km,corridor_relevance,source,provenance
node/7863511850,gausil,hamlet,Point,30.25483,78.61512,8.12,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7865803522,Unnamed Settlement,hamlet,Point,30.25314,78.6061,7.24,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7865803523,Unnamed Settlement,hamlet,Point,30.25858,78.60391,7.38,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886507852,Pyanthali,hamlet,Point,30.20838,78.4226,9.35,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624336,Sain,hamlet,Point,30.16689,78.43492,4.84,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624339,Shivpuri,hamlet,Point,30.13808,78.39217,2.66,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624340,Khaneti,hamlet,Point,30.16624,78.4156,5.13,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624341,Timli,hamlet,Point,30.15426,78.41187,3.96,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624342,Tail,hamlet,Point,30.14806,78.40749,3.41,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624344,Kota,hamlet,Point,30.12232,78.41024,0.7,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624345,Phulari,hamlet,Point,30.12306,78.40575,0.86,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624346,Dhunargaon,hamlet,Point,30.11886,78.38975,0.74,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624347,Khagori,hamlet,Point,30.13058,78.37466,2.27,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624349,Baral,village,Point,30.14498,78.37994,3.63,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624350,Chauk,hamlet,Point,30.15305,78.39056,4.24,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624351,Kathiya,hamlet,Point,30.1527,78.37166,4.6,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624352,Unnamed Settlement,hamlet,Point,30.1677,78.3853,5.85,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624353,Lamdhar,hamlet,Point,30.16717,78.39088,5.69,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624354,Naudu,hamlet,Point,30.17771,78.37878,7.02,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624355,Pungad,hamlet,Point,30.18487,78.39,7.54,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624356,Naudu,hamlet,Point,30.18409,78.38388,7.57,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624357,Gauri Danda,hamlet,Point,30.19196,78.39751,8.13,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624358,Badhan,hamlet,Point,30.19395,78.39672,8.35,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624359,Talain Malli,hamlet,Point,30.19631,78.38571,8.8,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624360,Talain Talli,hamlet,Point,30.20399,78.38187,9.66,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624362,Pasar,hamlet,Point,30.20451,78.39992,9.38,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624363,Kyark,hamlet,Point,30.20937,78.39919,9.9,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624364,Pokhri,hamlet,Point,30.21103,78.39434,10.16,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624365,Banali Talli,hamlet,Point,30.21821,78.39962,10.8,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624367,Palogi,hamlet,Point,30.21886,78.39252,11.0,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624368,Amol,hamlet,Point,30.21528,78.3867,10.74,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886624384,Chhar Gad,hamlet,Point,30.20436,78.46719,7.91,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655685,Pangad,hamlet,Point,30.19277,78.46457,6.99,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655686,Kotar,hamlet,Point,30.19572,78.46124,7.35,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655687,Sainbhagenti,hamlet,Point,30.18761,78.45083,6.68,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655688,Bhangla,hamlet,Point,30.18681,78.4626,6.4,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655689,Gheradhar,hamlet,Point,30.18514,78.45676,6.33,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655690,Kakhur,hamlet,Point,30.17197,78.45706,4.95,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655691,Patia,hamlet,Point,30.17667,78.44429,5.67,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655692,Amari,hamlet,Point,30.18307,78.43721,6.46,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655693,Mathesera,hamlet,Point,30.18657,78.44144,6.75,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655694,Tilban,hamlet,Point,30.19103,78.43937,7.25,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655695,Timli Tolki Nala,hamlet,Point,30.17826,78.41054,6.47,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655696,Jawanutol,hamlet,Point,30.18097,78.40372,6.88,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655697,Manjyari,hamlet,Point,30.18674,78.41865,7.19,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655698,Katal,hamlet,Point,30.19177,78.4251,7.59,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655699,Kundaliya,hamlet,Point,30.19974,78.41769,8.55,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655700,Mathyali,hamlet,Point,30.19512,78.42341,7.97,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655701,Parshpani,hamlet,Point,30.20304,78.42638,8.73,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655702,Kua,hamlet,Point,30.19458,78.44539,7.5,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655703,Kyara,hamlet,Point,30.20057,78.45292,7.99,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655704,Jamola,hamlet,Point,30.20521,78.45667,8.41,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886655705,Anetha,hamlet,Point,30.2089,78.44526,8.98,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719412,Unnamed Settlement,hamlet,Point,30.12191,78.44955,0.09,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719413,Bagwan,hamlet,Point,30.11794,78.44054,0.33,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719414,Khaglia,hamlet,Point,30.12137,78.42442,0.33,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719415,Unnamed Settlement,hamlet,Point,30.12785,78.42173,1.05,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719416,Gal,hamlet,Point,30.12728,78.44049,0.64,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719417,Kakhil,village,Point,30.13563,78.45461,1.24,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719418,Chameli,hamlet,Point,30.13791,78.43889,1.77,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886719420,Bhatia,hamlet,Point,30.14275,78.41987,2.63,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755227,Bansktal,village,Point,30.18475,78.48611,5.81,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755228,Kwi Gad,hamlet,Point,30.1706,78.47882,4.46,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755229,Tipri,hamlet,Point,30.1708,78.4691,4.64,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755231,Unnamed Settlement,hamlet,Point,30.16707,78.49488,3.84,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755232,Sain Gadna,hamlet,Point,30.17198,78.48763,4.46,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755233,Bhairgad,hamlet,Point,30.17366,78.49324,4.55,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755235,Unnamed Settlement,hamlet,Point,30.16246,78.47808,3.63,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755236,Jand,hamlet,Point,30.13442,78.49395,0.47,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755237,Ghyugar,hamlet,Point,30.15429,78.48742,2.63,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755238,Chopra,hamlet,Point,30.15503,78.47715,2.87,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755239,Pajaingaon,hamlet,Point,30.14626,78.47729,1.96,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755240,Bairgaon,hamlet,Point,30.14426,78.46487,1.95,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755241,Silkani,village,Point,30.15414,78.46684,2.95,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755242,Bagi,hamlet,Point,30.13939,78.47592,1.27,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755243,Naigaon,hamlet,Point,30.13832,78.4803,1.09,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755245,Unnamed Settlement,hamlet,Point,30.12999,78.46412,0.48,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755246,Naigaon,hamlet,Point,30.129,78.47908,0.14,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755247,Chaundli,village,Point,30.12208,78.47367,0.49,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886755248,Jamun,hamlet,Point,30.12128,78.463,0.4,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886990251,agar,hamlet,Point,30.2193,78.33421,12.25,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886990252,Gaithal,hamlet,Point,30.21215,78.33692,11.46,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886990254,Bhingarki,hamlet,Point,30.21973,78.34475,12.07,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886990255,Chilogi,hamlet,Point,30.21834,78.34436,11.94,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7886990256,Chilogikhal,hamlet,Point,30.21832,78.35005,11.81,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076732,Chamolgaon,hamlet,Point,30.17785,78.336,7.96,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076733,Sarswar,hamlet,Point,30.17949,78.3323,8.2,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076734,Adali,hamlet,Point,30.18071,78.32967,8.39,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076735,Kheradhar,hamlet,Point,30.18111,78.32427,8.54,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076737,Banali,hamlet,Point,30.18652,78.32464,9.09,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076738,Dwaldhar,hamlet,Point,30.19447,78.32166,9.97,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076739,Danda,hamlet,Point,30.19696,78.32836,10.08,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076740,Pilri,hamlet,Point,30.19076,78.32851,9.44,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076741,Mugwar,hamlet,Point,30.19028,78.33608,9.23,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887076743,Unnamed Settlement,hamlet,Point,30.18689,78.37016,8.15,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157126,Nirgad,hamlet,Point,30.13902,78.34718,3.72,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157127,Kyarki,hamlet,Point,30.13941,78.35162,3.67,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157128,Kodarna,hamlet,Point,30.16275,78.32243,6.7,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157129,Dharkot,hamlet,Point,30.15923,78.33001,6.17,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157130,Koli,hamlet,Point,30.16368,78.33568,6.51,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157131,Juddi,hamlet,Point,30.15973,78.35793,5.62,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157132,Kakhur,hamlet,Point,30.16082,78.35222,5.86,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157133,Kothli,hamlet,Point,30.15847,78.34754,5.72,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157134,Nir,hamlet,Point,30.15691,78.3417,5.68,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157135,Unnamed Settlement,hamlet,Point,30.15196,78.34755,5.05,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157136,Kur,hamlet,Point,30.14748,78.34679,4.6,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157137,Kusram,hamlet,Point,30.15021,78.35329,4.74,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157138,Bhiret,hamlet,Point,30.15307,78.36007,4.89,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157139,Dandala,hamlet,Point,30.16145,78.36726,5.6,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157140,Rakhara,hamlet,Point,30.1708,78.36443,6.62,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157141,Unnamed Settlement,hamlet,Point,30.17496,78.35937,7.16,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157142,Bandriam,hamlet,Point,30.17492,78.35665,7.21,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157143,Kotali,hamlet,Point,30.17535,78.35117,7.37,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157144,Jakhani,hamlet,Point,30.16989,78.34128,7.02,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157145,Kandar,hamlet,Point,30.17285,78.34568,7.23,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157146,Bhengarki Talli,hamlet,Point,30.17336,78.32783,7.67,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157147,Devaldhar,hamlet,Point,30.1745,78.33276,7.68,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157148,Dhapou,hamlet,Point,30.17578,78.33893,7.68,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543641,Kharangaon,hamlet,Point,30.09153,78.3799,1.86,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543642,Simalkhat,hamlet,Point,30.10123,78.37153,0.68,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543643,Kharodi,hamlet,Point,30.09912,78.37996,1.08,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543644,Pastora,hamlet,Point,30.09639,78.38622,1.5,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543645,Palyalgaon,hamlet,Point,30.10348,78.40342,1.12,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543646,Pulani,hamlet,Point,30.11593,78.40958,0.05,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543647,Gular Dogi,hamlet,Point,30.11722,78.43614,0.32,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543648,Kunir Gad,hamlet,Point,30.09917,78.4444,2.34,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543649,Kandasu Gad,hamlet,Point,30.09693,78.43957,2.48,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543650,Sirasu,hamlet,Point,30.10873,78.42979,1.08,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543652,Wilogi,hamlet,Point,30.11367,78.44612,0.87,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543653,Gattu Gad,hamlet,Point,30.1166,78.45159,0.67,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543654,Devi Danda,hamlet,Point,30.09798,78.46016,2.76,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543655,Lorsi,hamlet,Point,30.10771,78.45693,1.69,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543656,Badir,hamlet,Point,30.08478,78.48412,4.53,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543657,Daindh,hamlet,Point,30.09453,78.49663,3.72,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543658,Bugala,hamlet,Point,30.10018,78.4862,2.96,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543659,Gangalsi,hamlet,Point,30.09598,78.48122,3.32,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543660,Nasogi,hamlet,Point,30.10168,78.47897,2.69,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543661,Mundala,hamlet,Point,30.10704,78.4735,2.05,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887543662,Mandiyargaon,hamlet,Point,30.11363,78.47659,1.41,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888665215,Serainala,hamlet,Point,30.08542,78.43097,3.51,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888665216,Bansani,hamlet,Point,30.09076,78.42148,2.78,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888665217,Mala,hamlet,Point,30.08938,78.4098,2.7,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169908,Talain,hamlet,Point,30.08309,78.36767,2.46,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169922,Patna,hamlet,Point,30.11172,78.36335,0.57,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169923,Haldogi,hamlet,Point,30.10805,78.35779,0.31,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
