canonical_osm_id,name,place_type,geometry_type,latitude,longitude,corridor_distance_km,corridor_relevance,source,provenance
node/7889169924,Amsur,hamlet,Point,30.09364,78.35022,1.0,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169925,Bhadasi,hamlet,Point,30.09701,78.35231,0.7,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169926,Marai,hamlet,Point,30.09282,78.35286,1.15,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169927,Toli,hamlet,Point,30.08523,78.3416,1.68,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169928,Pundrasu,hamlet,Point,30.08755,78.3328,1.26,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169929,Gudanugaon,hamlet,Point,30.1061,78.33117,0.69,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7944723363,Masniya Bani,village,Point,30.14576,78.60088,0.3,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8273026814,Bhaun,hamlet,Point,30.10872,78.33923,0.78,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/10809898962,Khairgal,hamlet,Point,30.10569,78.34162,0.42,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/10813290303,Malli,hamlet,Point,30.13655,78.33909,3.64,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
way/102682221,Simaldhandi,village,Polygon,30.10905,78.34843,0.62,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
way/102684513,Unnamed Settlement,hamlet,Polygon,30.12691,78.34059,2.62,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
way/425936059,Village Haldogi,village,Polygon,30.10829,78.35807,0.33,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
way/570372263,Bhadsi,village,Polygon,30.0961,78.35048,0.76,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342113927,Ajetpur,village,Point,29.88281,78.13065,4.43,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342114816,Barrage,village,Point,30.07207,78.28385,1.79,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342114822,Diuli,village,Point,30.05997,78.35175,4.5,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342115896,Chila,village,Point,29.97449,78.21309,2.61,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342115903,Rajaji Park Gate,locality,Point,29.95468,78.10089,6.7,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/1185827080,Swargashram,suburb,Point,30.11855,78.31382,2.34,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/1211180500,Haridwār,city,Point,29.93845,78.1453,2.04,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2377440462,Jawālāpur,hamlet,Point,29.92426,78.10757,6.18,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2377440464,Kankhal,hamlet,Point,29.92597,78.14526,2.24,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2377440468,Rāiwāla Bara,hamlet,Point,30.02182,78.21495,0.04,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2377440472,Virbhadra,hamlet,Point,30.0712,78.28189,1.84,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2505866220,Ghughatyani Talli,hamlet,Point,30.13597,78.31668,4.07,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3735821429,Rishikesh,town,Point,30.10865,78.29162,1.8,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821187545,Maya Kund,suburb,Point,30.10587,78.29885,1.36,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821187546,Chauda Bigha,suburb,Point,30.11335,78.30246,2.05,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821187547,Dhalwala,suburb,Point,30.12139,78.28608,3.23,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821187548,Muni Ki Reti,suburb,Point,30.11983,78.30629,2.63,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275158,Ganga Vatika,suburb,Point,30.12416,78.30537,3.1,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275159,Adarsh Nagar,suburb,Point,30.10431,78.28817,1.43,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275160,TDHC Colony,suburb,Point,30.10791,78.28211,1.93,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275161,Pragati Vihar,suburb,Point,30.11066,78.28408,2.17,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275162,Ashutosh Nagar,suburb,Point,30.11429,78.28635,2.49,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275163,Adarsh Gram,suburb,Point,30.11047,78.29381,1.94,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275164,BSNL Colony,suburb,Point,30.11512,78.28179,2.67,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275165,Someshwar Nagar,suburb,Point,30.0973,78.27773,0.93,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3821275166,Kolghatti,suburb,Point,30.09573,78.28623,0.59,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/5954089236,Shyampur,suburb,Point,30.06334,78.23532,1.1,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/5954089237,Virbhadra,town,Point,30.07927,78.25201,0.78,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/5984981985,Har Ki Pauri,suburb,Point,29.95664,78.17086,0.07,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7704040279,IDPL Colony,suburb,Point,30.0783,78.26413,0.27,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157121,Palsara,hamlet,Point,30.14348,78.29465,5.31,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157122,Ghughatyani Malli,hamlet,Point,30.14121,78.31527,4.64,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157123,Dhoulsot,hamlet,Point,30.14769,78.31516,5.3,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7887157125,Pathaur,hamlet,Point,30.13563,78.30862,4.21,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888719799,Natura,hamlet,Point,30.03249,78.37355,7.79,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888719800,Phaldakot,hamlet,Point,30.03669,78.3746,7.38,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888719801,Kandwalgaon,hamlet,Point,30.04042,78.3728,6.96,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888719802,Kkretidhar,hamlet,Point,30.04411,78.37756,6.68,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888719809,Bheldunga,hamlet,Point,30.05613,78.36986,5.28,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7888719840,Talla Naugaon,hamlet,Point,30.00197,78.37739,11.01,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169906,Bairagarh,hamlet,Point,30.06575,78.37318,4.37,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169907,Judda,hamlet,Point,30.07925,78.35887,2.67,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169909,Amri,hamlet,Point,30.07291,78.36427,3.44,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169910,Gyuntha,hamlet,Point,30.07,78.35816,3.6,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169911,Maun,hamlet,Point,30.07462,78.35603,3.08,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169912,Iriya,hamlet,Point,30.06757,78.35252,3.73,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169913,Kuthar,hamlet,Point,30.06843,78.34821,3.55,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169914,Bhaun,hamlet,Point,30.07244,78.3376,2.91,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169915,Kharosha,hamlet,Point,30.06376,78.34048,3.87,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169916,Banstola,hamlet,Point,30.06077,78.34475,4.26,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169917,Devrana,hamlet,Point,30.05483,78.3431,4.84,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169918,Paiyan,hamlet,Point,30.04519,78.36087,6.21,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169919,Juledi,hamlet,Point,30.0511,78.35308,5.44,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169920,Chamanpuri,hamlet,Point,30.04794,78.33749,5.43,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889169921,Dhamand,village,Point,30.04335,78.3296,5.73,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219695,Umara,hamlet,Point,30.03451,78.3675,7.45,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219696,Amgadi,hamlet,Point,30.03204,78.36182,7.59,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219697,Kumrana,hamlet,Point,30.03893,78.35825,6.8,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219698,Majendi,hamlet,Point,30.03908,78.35393,6.69,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219699,Binjakhet,hamlet,Point,30.03958,78.34691,6.49,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219700,Dhausain,hamlet,Point,30.03003,78.34623,7.46,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219701,Ghorkatal,hamlet,Point,30.02584,78.3455,7.87,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219703,Danni Katal,hamlet,Point,30.02183,78.3495,8.37,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219704,Dubra,hamlet,Point,30.02008,78.36625,8.91,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219706,Unnamed Settlement,hamlet,Point,30.00844,78.34966,9.75,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219707,Bukandi,hamlet,Point,30.00542,78.34297,9.92,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219708,Silkoli,hamlet,Point,30.01656,78.33752,8.65,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219709,tola,hamlet,Point,30.01058,78.33909,9.3,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219710,Bewala,hamlet,Point,30.01136,78.33153,9.06,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219711,Banadora,hamlet,Point,30.00889,78.33069,9.3,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219712,Satrak,hamlet,Point,30.00506,78.33002,9.67,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219713,Nalani,hamlet,Point,30.00205,78.32357,9.84,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/7889219714,Keshubari,hamlet,Point,30.02907,78.33291,7.27,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086369,Ranjwala,hamlet,Point,29.94331,78.36623,16.8,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086370,Kimsari,hamlet,Point,29.9496,78.37046,16.24,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086371,Begra,hamlet,Point,29.95224,78.36614,15.88,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086372,Digoli,hamlet,Point,29.95665,78.37359,15.59,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086374,Dandi,hamlet,Point,29.96094,78.37297,15.13,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086375,Kota,hamlet,Point,29.9741,78.36797,13.67,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086376,Silori,village,Point,29.98912,78.36741,12.12,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003086377,Uddha,village,Point,29.99696,78.36807,11.33,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003097759,Jogiyana,village,Point,29.99614,78.37874,11.64,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003097760,Toli,hamlet,Point,29.99878,78.37421,11.27,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003097767,Chiloli,hamlet,Point,29.97858,78.37651,13.4,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003129515,Garakot,hamlet,Point,29.90559,78.37272,20.51,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003129516,Nahkhet,hamlet,Point,29.91124,78.37,19.92,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830845,Uliyal,hamlet,Point,29.94491,78.34473,15.64,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830846,Jogiyana,village,Point,29.9509,78.35509,15.78,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830847,Bhumiyasari,hamlet,Point,29.95663,78.34061,14.53,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830848,Sanspun,hamlet,Point,29.99414,78.33366,10.87,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830849,Sairaki,hamlet,Point,29.99949,78.33821,10.42,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830850,Dawaidi,hamlet,Point,29.99078,78.34875,11.54,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830851,Churgadi,hamlet,Point,29.98295,78.3516,12.41,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830852,Simalkhet,hamlet,Point,29.96765,78.33688,13.5,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830853,Kasani,hamlet,Point,29.95981,78.3346,13.83,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830854,Banda Malla,hamlet,Point,29.95964,78.34797,14.73,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830855,Aulankatal,hamlet,Point,29.9672,78.35492,14.1,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830856,Mauja Saijad,hamlet,Point,29.97196,78.35518,13.62,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830857,Khaijana Tok,village,Point,29.97533,78.35318,13.23,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830858,Talai,village,Point,29.97745,78.34962,12.93,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830859,Amkarat,village,Point,29.98581,78.33529,11.77,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003870262,Kanur,hamlet,Point,29.95282,78.37949,16.11,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003870264,Amdhar,hamlet,Point,29.93898,78.37893,17.52,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/10565932730,Roshanabad,suburb,Point,29.9732,78.05713,11.61,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/10565932731,Integrated Industrial Estate,suburb,Point,29.95962,78.06576,10.43,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/10565932778,BHEL Township,suburb,Point,29.93861,78.11228,5.47,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/11476306713,Bhagwatipuram Colony,hamlet,Point,29.91643,78.1234,4.66,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/13316699990,Missarpur,suburb,Point,29.88985,78.13382,3.99,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/13728016471,Chak Jogiwala,village,Point,30.08058,78.19131,5.84,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
way/104687182,Chila,village,Polygon,29.97388,78.21334,2.66,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342113919,Lāl Dhāng,village,Point,29.8515,78.31646,14.38,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342113937,Pathri Gujjar Camp,hamlet,Point,29.81698,78.1087,7.74,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342113946,Lahadpur,village,Point,29.76334,78.27896,9.32,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/342115376,Bahādrābād,suburb,Point,29.91973,78.04367,12.89,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/1209740205,Bijnor,city,Point,29.36952,78.13714,0.95,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/1210121524,Najibabad,town,Point,29.61313,78.34301,16.03,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/1210657123,Nagal,village,Point,29.66312,78.19116,0.2,IN_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/1210688695,Mandawar,village,Point,29.4866,78.12908,3.28,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/1210709356,Kiratpur,town,Point,29.50445,78.20275,3.65,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2321295911,Laksar,town,Point,29.74744,78.02381,17.47,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2377341373,Laksar,village,Point,29.75893,78.04073,15.56,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2377341739,Simli,hamlet,Point,29.7517,78.01851,17.97,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/2377341767,Sultānpur,town,Point,29.75879,78.10786,8.57,NEAR_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/3162719984,Mangolpura,village,Point,29.85928,78.29351,12.11,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/5910112582,Sahanpur,town,Point,29.6333,78.32292,13.8,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/6400275048,Jalalabad,village,Point,29.59674,78.31587,13.29,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/6400305670,Kalheri,village,Point,29.60689,78.29774,11.33,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830842,Rasulipur,village,Point,29.86406,78.30795,13.69,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8003830843,Aryanagar,village,Point,29.87029,78.30025,12.98,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
node/8170252876,Unnamed Settlement,hamlet,Point,29.3029,78.06065,10.5,OUTSIDE_CORRIDOR,OpenStreetMap contributors (ODbL),OPENSTREETMAP FEATURE (Precomputed Settlement Centroid)
