time_prototype_s,Q_prototype_m3s,time_model_s,Q_model_m3s,V_inlet_model_ms
167302.0,698705.721,10.2,6.987057210000001,1.9301263011049725
167303.0,698831.0865,10.3,6.988310865,1.930472614640884
167304.0,698956.452,10.4,6.98956452,1.9308189281767956
167305.0,699081.8175,10.5,6.990818175,1.9311652417127072
167306.0,699207.1830000001,10.6,6.99207183,1.9315115552486188
167307.0,699332.5485,10.7,6.993325485000001,1.9318578687845305
167308.0,699457.914,10.8,6.99457914,1.9322041823204419
167309.0,699583.2795000001,10.9,6.995832795000001,1.9325504958563537
167310.0,699708.645,11.0,6.99708645,1.9328968093922652
167311.0,699834.0105,11.1,6.998340105,1.9332431229281766
167312.0,699959.376,11.2,6.999593760000001,1.9335894364640884
167313.0,700084.7415,11.3,7.000847415,1.9339357499999998
167314.0,700210.107,11.4,7.002101069999999,1.9342820635359113
167315.0,700335.4725,11.5,7.003354725,1.9346283770718233
167316.0,700460.838,11.6,7.00460838,1.9349746906077347
167317.0,700586.2035000001,11.7,7.005862035000001,1.9353210041436466
167318.0,700711.569,11.8,7.00711569,1.935667317679558
167319.0,700836.9345,11.9,7.008369344999999,1.9360136312154694
167320.0,700962.3,12.0,7.009623,1.9363599447513813
167321.0,701087.6655,12.1,7.010876655,1.9367062582872927
167322.0,701213.031,12.2,7.01213031,1.9370525718232043
167323.0,701338.3965,12.3,7.013383965,1.937398885359116
167324.0,701463.762,12.4,7.01463762,1.9377451988950276
167325.0,701589.1275000001,12.5,7.015891275,1.9380915124309392
167326.0,701714.493,12.6,7.01714493,1.9384378259668507
167327.0,701839.8585,12.7,7.018398585,1.9387841395027623
167328.0,701965.224,12.8,7.01965224,1.939130453038674
167329.0,702090.5895,12.9,7.020905895,1.9394767665745856
167330.0,702215.955,13.0,7.02215955,1.939823080110497
167331.0,702341.3205,13.1,7.023413205000001,1.940169393646409
167332.0,702466.686,13.2,7.02466686,1.9405157071823205
167333.0,702592.0515,13.3,7.025920514999999,1.9408620207182319
167334.0,702717.417,13.4,7.02717417,1.9412083342541437
167335.0,702842.7825,13.5,7.028427825,1.9415546477900552
167336.0,702968.148,13.6,7.029681480000001,1.941900961325967
167337.0,703093.5135,13.7,7.030935135,1.9422472748618784
167338.0,703218.879,13.8,7.032188789999999,1.9425935883977898
167339.0,703344.2445,13.9,7.033442445,1.9429399019337017
167340.0,703469.61,14.0,7.0346961,1.943286215469613
167341.0,703575.6975,14.1,7.035756975,1.9435792748618783
167342.0,703681.785,14.2,7.03681785,1.9438723342541437
167343.0,703787.8724999999,14.3,7.037878725,1.9441653936464087
167344.0,703893.96,14.4,7.0389396,1.944458453038674
167345.0,704000.0475,14.5,7.040000475,1.9447515124309391
167346.0,704106.135,14.6,7.04106135,1.9450445718232043
167347.0,704212.2225,14.7,7.042122225,1.9453376312154695
167348.0,704318.3099999999,14.8,7.043183099999999,1.9456306906077345
167349.0,704424.3975,14.9,7.044243975,1.94592375
167350.0,704530.485,15.0,7.04530485,1.9462168093922652
167351.0,704636.5725,15.1,7.046365725,1.9465098687845304
167352.0,704742.66,15.2,7.0474266000000005,1.9468029281767956
167353.0,704848.7474999999,15.3,7.048487474999999,1.9470959875690605
167354.0,704954.835,15.4,7.049548349999999,1.9473890469613258
167355.0,705060.9225,15.5,7.050609225,1.947682106353591
167356.0,705167.01,15.6,7.0516701,1.9479751657458564
167357.0,705273.0975,15.7,7.052730975,1.9482682251381216
167358.0,705379.1849999999,15.8,7.05379185,1.9485612845303866
167359.0,705485.2725,15.9,7.054852725,1.9488543439226518
167360.0,705591.36,16.0,7.0559136,1.9491474033149172
167361.0,705697.4475,16.1,7.0569744750000005,1.9494404627071824
167362.0,705803.535,16.2,7.05803535,1.9497335220994474
167363.0,705909.6224999999,16.3,7.059096224999999,1.9500265814917124
167364.0,706015.71,16.4,7.0601571,1.9503196408839778
167365.0,706121.7975,16.5,7.061217975,1.950612700276243
167366.0,706227.885,16.6,7.06227885,1.9509057596685082
167367.0,706333.9725,16.7,7.0633397250000005,1.9511988190607736
167368.0,706440.0599999999,16.8,7.064400599999999,1.9514918784530384
167369.0,706546.1475,16.9,7.065461474999999,1.9517849378453036
167370.0,706652.235,17.0,7.06652235,1.9520779972375688
167371.0,706758.3225,17.1,7.067583225,1.9523710566298342
167372.0,706864.41,17.2,7.0686441,1.9526641160220994
167373.0,706970.4974999999,17.3,7.069704975,1.9529571754143644
167374.0,707076.585,17.4,7.07076585,1.9532502348066298
167375.0,707182.6725,17.5,7.071826725,1.953543294198895
167376.0,707288.76,17.6,7.0728876000000005,1.9538363535911603
167377.0,707394.8475,17.7,7.073948475,1.9541294129834252
167378.0,707500.9349999999,17.8,7.075009349999999,1.9544224723756904
167379.0,707607.0225,17.9,7.076070225,1.9547155317679556
167380.0,707713.11,18.0,7.0771311,1.9550085911602209
167381.0,707819.1975,18.1,7.078191975,1.9553016505524863
167382.0,707925.285,18.2,7.0792528500000005,1.9555947099447515
167383.0,708031.3724999999,18.3,7.080313724999999,1.9558877693370162
167384.0,708137.46,18.4,7.081374599999999,1.9561808287292815
167385.0,708243.5475,18.5,7.082435475,1.9564738881215469
167386.0,708349.635,18.6,7.08349635,1.956766947513812
167387.0,708455.7225,18.7,7.084557225,1.9570600069060773
167388.0,708561.8099999999,18.8,7.0856181,1.9573530662983423
167389.0,708667.8975,18.9,7.086678975,1.9576461256906077
167390.0,708773.985,19.0,7.08773985,1.957939185082873
167391.0,708880.0725,19.1,7.0888007250000005,1.958232244475138
167392.0,708986.16,19.2,7.089861600000001,1.9585253038674035
167393.0,709092.2474999999,19.3,7.090922474999999,1.9588183632596683
167394.0,709198.335,19.4,7.09198335,1.9591114226519335
167395.0,709304.4225,19.5,7.093044225,1.9594044820441987
167396.0,709410.51,19.6,7.0941051,1.9596975414364641
167397.0,709516.5975,19.7,7.0951659750000005,1.9599906008287293
167398.0,709622.6849999999,19.8,7.096226849999999,1.960283660220994
167399.0,709728.7725,19.9,7.097287724999999,1.9605767196132593
167400.0,709834.86,20.0,7.0983486,1.9608697790055247
167401.0,709921.2886666666,20.1,7.099212886666666,1.9611085322283608
167402.0,710007.7173333333,20.2,7.100077173333333,1.9613472854511969
167403.0,710094.146,20.3,7.10094146,1.961586038674033
167404.0,710180.5746666667,20.4,7.101805746666667,1.9618247918968692
167405.0,710267.0033333333,20.5,7.102670033333333,1.9620635451197053
167406.0,710353.432,20.6,7.1035343200000005,1.9623022983425416
167407.0,710439.8606666666,20.7,7.104398606666667,1.9625410515653776
167408.0,710526.2893333333,20.8,7.105262893333332,1.9627798047882132
167409.0,710612.718,20.9,7.10612718,1.9630185580110495
167410.0,710699.1466666666,21.0,7.106991466666666,1.9632573112338856
167411.0,710785.5753333333,21.1,7.107855753333333,1.9634960644567219
167412.0,710872.004,21.2,7.10872004,1.963734817679558
167413.0,710958.4326666667,21.3,7.109584326666667,1.9639735709023942
167414.0,711044.8613333333,21.4,7.110448613333333,1.96421232412523
167415.0,711131.29,21.5,7.111312900000001,1.9644510773480663
167416.0,711217.7186666667,21.6,7.112177186666666,1.9646898305709022
167417.0,711304.1473333333,21.7,7.1130414733333325,1.9649285837937382
167418.0,711390.576,21.8,7.11390576,1.9651673370165745
167419.0,711477.0046666666,21.9,7.114770046666666,1.9654060902394104
167420.0,711563.4333333333,22.0,7.115634333333333,1.9656448434622467
167421.0,711649.862,22.1,7.11649862,1.9658835966850827
167422.0,711736.2906666667,22.2,7.117362906666667,1.966122349907919
167423.0,711822.7193333333,22.3,7.118227193333333,1.966361103130755
167424.0,711909.1479999999,22.4,7.119091479999999,1.966599856353591
167425.0,711995.5766666667,22.5,7.119955766666666,1.966838609576427
167426.0,712082.0053333333,22.6,7.120820053333333,1.967077362799263
167427.0,712168.434,22.7,7.12168434,1.9673161160220993
167428.0,712254.8626666666,22.8,7.122548626666666,1.9675548692449354
167429.0,712341.2913333334,22.9,7.1234129133333335,1.9677936224677717
167430.0,712427.72,23.0,7.1242772,1.9680323756906077
167431.0,712514.1486666666,23.1,7.125141486666666,1.9682711289134436
167432.0,712600.5773333333,23.2,7.1260057733333335,1.9685098821362799
167433.0,712687.0059999999,23.3,7.126870059999999,1.9687486353591157
167434.0,712773.4346666667,23.4,7.127734346666666,1.968987388581952
167435.0,712859.8633333333,23.5,7.128598633333333,1.969226141804788
167436.0,712946.292,23.6,7.12946292,1.9694648950276243
167437.0,713032.7206666666,23.7,7.130327206666666,1.9697036482504602
167438.0,713119.1493333332,23.8,7.131191493333333,1.9699424014732962
167439.0,713205.578,23.9,7.13205578,1.9701811546961325
167440.0,713292.0066666666,24.0,7.132920066666666,1.9704199079189686
167441.0,713378.4353333333,24.1,7.133784353333334,1.9706586611418049
167442.0,713464.864,24.2,7.134648639999999,1.9708974143646405
167443.0,713551.2926666667,24.3,7.135512926666666,1.9711361675874768
167444.0,713637.7213333333,24.4,7.136377213333333,1.9713749208103128
167445.0,713724.15,24.5,7.1372415,1.9716136740331491
167446.0,713810.5786666666,24.6,7.138105786666666,1.9718524272559852
167447.0,713897.0073333333,24.7,7.138970073333333,1.9720911804788213
167448.0,713983.436,24.8,7.13983436,1.9723299337016573
167449.0,714069.8646666666,24.9,7.140698646666666,1.9725686869244934
167450.0,714156.2933333333,25.0,7.141562933333334,1.9728074401473297
167451.0,714242.722,25.1,7.142427219999999,1.9730461933701655
167452.0,714329.1506666667,25.2,7.1432915066666665,1.9732849465930018
167453.0,714415.5793333333,25.3,7.144155793333333,1.9735236998158376
167454.0,714502.0079999999,25.4,7.145020079999999,1.9737624530386737
167455.0,714588.4366666666,25.5,7.1458843666666665,1.97400120626151
167456.0,714674.8653333333,25.6,7.146748653333333,1.974239959484346
167457.0,714761.294,25.7,7.14761294,1.9744787127071823
167458.0,714847.7226666666,25.8,7.1484772266666665,1.9747174659300184
167459.0,714934.1513333333,25.9,7.149341513333334,1.9749562191528547
167460.0,715020.58,26.0,7.150205799999999,1.9751949723756903
