SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
144,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,01-09-2024 08:00,26
145,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,02-09-2024 08:00,55.4
146,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,02-09-2024 15:00,24.2
147,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,03-09-2024 08:00,24.2
148,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,04-09-2024 08:00,23.6
149,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,06-09-2024 08:00,34
150,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,08-09-2024 08:00,41.6
151,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,09-09-2024 08:00,1.6
152,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,10-09-2024 08:00,26.6
153,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,11-09-2024 08:00,0.2
154,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,12-09-2024 08:00,18.6
155,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,12-09-2024 15:00,9.8
156,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,13-09-2024 08:00,38.2
157,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,13-09-2024 14:00,24.4
158,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,14-09-2024 08:00,29.6
159,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,16-09-2024 08:00,0.6
160,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,18-09-2024 08:00,11.2
161,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,22-09-2024 08:00,56.8
162,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,25-09-2024 08:00,8
163,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,05-10-2024 08:00,3
164,Dharchula,Uttarakhand,5,Uttarakhand,53,Pithoragarh,DHARCHULA,-,-,Kali,Ganga,-,-,-,-,29.88000000,80.54000000,15-10-2024 08:00,0.2
165,ID Lohaghat,Uttarakhand,5,Uttarakhand,53,Pithoragarh,PITHORAGARH,-,-,Ganga,Ganga,Kali,-,-,Kali,28.99611111,80.10861111,30-06-2023 08:00,59
166,ID Lohaghat,Uttarakhand,5,Uttarakhand,53,Pithoragarh,PITHORAGARH,-,-,Ganga,Ganga,Kali,-,-,Kali,28.99611111,80.10861111,20-06-2024 08:00,2
167,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,12-10-2022 16:00,1
168,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,26-06-2023 22:00,18
169,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-06-2023 06:00,8
170,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,27-06-2023 14:00,8
171,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,29-06-2023 16:00,2.4
172,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-07-2023 10:00,1
173,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-07-2023 12:00,1
174,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-07-2023 18:00,1
175,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-07-2023 20:00,1
176,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-07-2023 22:00,1
177,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 06:00,12
178,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 08:00,12
179,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 10:00,12
180,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 12:00,12
181,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 14:00,12
182,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 16:00,12
183,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 18:00,12
184,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 20:00,12
185,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,02-07-2023 22:00,12
186,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2023 18:00,1
187,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2023 20:00,1
188,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2023 22:00,1
189,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-06-2024 08:00,3
190,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-06-2024 10:00,3
191,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-06-2024 14:00,2
192,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-06-2024 16:00,3
193,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-06-2024 18:00,3
194,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-06-2024 20:00,3
195,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-06-2024 22:00,3
196,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 06:00,1
197,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 08:00,1
198,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 10:00,1
199,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 12:00,1
200,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 14:00,1
201,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 16:00,1
202,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 18:00,1
203,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 20:00,1
204,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-06-2024 22:00,1
205,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 06:00,2
206,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 08:00,2
207,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 10:00,2
208,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 12:00,2
209,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 14:00,2
210,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 16:00,2
211,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 18:00,2
212,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 20:00,2
213,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-07-2024 22:00,2
214,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 06:00,3
215,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 08:00,3
216,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 10:00,3
217,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 12:00,3
218,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 16:00,3
219,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 18:00,3
220,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 20:00,3
221,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,04-07-2024 22:00,3
222,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-07-2024 06:00,23
223,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-07-2024 08:00,23
224,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,05-07-2024 10:00,23
225,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,20-07-2024 12:00,14
226,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-07-2024 06:00,4
227,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-07-2024 08:00,4
228,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-07-2024 12:00,4
229,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-07-2024 14:00,4
230,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-07-2024 16:00,4
231,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,21-07-2024 22:00,4
232,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-07-2024 08:00,17
233,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-07-2024 10:00,17
234,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-07-2024 14:00,17
235,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,22-07-2024 22:00,17
236,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 06:00,4
237,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 08:00,4
238,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 10:00,4
239,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 12:00,4
240,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 14:00,4
241,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 16:00,4
242,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 20:00,4
243,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,23-07-2024 22:00,4
244,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-08-2024 06:00,25
245,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-08-2024 08:00,25
246,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-08-2024 14:00,25
247,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-08-2024 16:00,25
248,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,01-08-2024 18:00,25
249,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-08-2024 06:00,4.2
250,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-08-2024 08:00,4.2
251,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-08-2024 10:00,4.2
252,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-08-2024 14:00,4.2
253,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-08-2024 16:00,4.2
254,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,03-08-2024 18:00,4.2
255,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-08-2024 06:00,16
256,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-08-2024 08:00,16
257,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-08-2024 14:00,16
258,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-08-2024 16:00,16
259,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-08-2024 18:00,16
260,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,06-08-2024 22:00,16
261,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,07-08-2024 06:00,7.4
262,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,07-08-2024 08:00,7.6
263,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,07-08-2024 10:00,7.6
264,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,07-08-2024 14:00,7.6
265,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,07-08-2024 16:00,7.6
266,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,07-08-2024 18:00,7.6
267,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,07-08-2024 22:00,7.6
268,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,08-08-2024 06:00,2
269,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,08-08-2024 08:00,2.4
270,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,08-08-2024 10:00,2.4
271,I.D. Srinagar Garhwal,Uttarakhand,5,Uttarakhand,52,PAURI GARHWAL,SRINAGAR,-,-,Alaknanda,Ganga,Dhauliganga,-,-,-,30.21393056,78.75806667,08-08-2024 14:00,2.4
